"data_20120107_163437_19335.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_164343_19427.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_165058_19807.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_170129_19907.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_170940_19999.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_171712_20108.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_172426_20196.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120107_173033_20299.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120109_100721_21242.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120109_105155_21630.h5", "Checking stimulus protocol. Small network with 1 cells of each type and GABA conductance scaled to 1.25 times baseline. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120109_112852_22086.h5", "Checking stimulus protocol with TCR and SpinyStellate cells alone. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120110_115732_23924.h5", "Checking stimulus protocol with TCR and SpinyStellate cells. The connectivity between these two cell types has been corrected. Running for 5 s with bias current injections at 0.0 s at various amplitudes. LFP recording for each celltype separately. prelease = 1.0 <- 0.8"
"data_20120110_115931_24114.h5", "Checking stimulus protocol with -1 nA on 5 TCR cells. Running for 5 s with bias current injections at 0.0 s at various amplitudes. prelease = 1.0 <- 0.8"
"data_20120110_122729_24416.h5", "Checking stimulus protocol with 1 nA on 5 TCR cells with 20 ms isi. Running for 5 s with bias current injections at 0.0 s at various amplitudes. prelease = 1.0 <- 0.8"
"data_20120110_130124_24529.h5", "Checking stimulus protocol with 1 nA on 5 TCR cells with 30 ms isi. Running for 5 s with bias current injections at 0.0 s at various amplitudes. prelease = 1.0 <- 0.8"
"data_20120110_182140_24937.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_182252_25028.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_182455_25112.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_182719_25198.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_183000_25284.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_183148_25381.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_183358_25458.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_183425_25533.h5", "running with isi=0.01 prelease = 1.0 <- 0.8"
"data_20120110_183452_25608.h5", "running with isi=0.015 prelease = 1.0 <- 0.8"
"data_20120110_183519_25683.h5", "running with isi=0.02 prelease = 1.0 <- 0.8"
"data_20120110_183545_25758.h5", "running with isi=0.025 prelease = 1.0 <- 0.8"
"data_20120110_183612_25833.h5", "running with isi=0.03 prelease = 1.0 <- 0.8"
"data_20120110_183639_25908.h5", "running with isi=0.035 prelease = 1.0 <- 0.8"
"data_20120110_183706_25983.h5", "running with isi=0.04 prelease = 1.0 <- 0.8"
"data_20120110_183733_26058.h5", "running with isi=0.045 prelease = 1.0 <- 0.8"
"data_20120110_183800_26133.h5", "running with isi=0.05 prelease = 1.0 <- 0.8"
"data_20120110_184049_26235.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_184117_26310.h5", "running with isi=0.01 prelease = 1.0 <- 0.8"
"data_20120110_184144_26385.h5", "running with isi=0.015 prelease = 1.0 <- 0.8"
"data_20120110_184836_26495.h5", "running with isi=0.005 prelease = 1.0 <- 0.8"
"data_20120110_184903_26570.h5", "running with isi=0.01 prelease = 1.0 <- 0.8"
"data_20120110_184930_26645.h5", "running with isi=0.015 prelease = 1.0 <- 0.8"
"data_20120110_184957_26720.h5", "running with isi=0.02 prelease = 1.0 <- 0.8"
"data_20120110_185024_26795.h5", "running with isi=0.025 prelease = 1.0 <- 0.8"
"data_20120110_185050_26870.h5", "running with isi=0.03 prelease = 1.0 <- 0.8"
"data_20120110_185117_26945.h5", "running with isi=0.035 prelease = 1.0 <- 0.8"
"data_20120110_185144_27020.h5", "running with isi=0.04 prelease = 1.0 <- 0.8"
"data_20120110_185211_27095.h5", "running with isi=0.045 prelease = 1.0 <- 0.8"
"data_20120110_185238_27170.h5", "running with isi=0.05 prelease = 1.0 <- 0.8"
"data_20120110_185305_27245.h5", "running with isi=0.055 prelease = 1.0 <- 0.8"
"data_20120110_185331_27320.h5", "running with isi=0.06 prelease = 1.0 <- 0.8"
"data_20120110_185358_27395.h5", "running with isi=0.065 prelease = 1.0 <- 0.8"
"data_20120110_185425_27470.h5", "running with isi=0.07 prelease = 1.0 <- 0.8"
"data_20120110_185452_27545.h5", "running with isi=0.075 prelease = 1.0 <- 0.8"
"data_20120110_185519_27620.h5", "running with isi=0.08 prelease = 1.0 <- 0.8"
"data_20120110_185546_27695.h5", "running with isi=0.085 prelease = 1.0 <- 0.8"
"data_20120110_185612_27770.h5", "running with isi=0.09 prelease = 1.0 <- 0.8"
"data_20120110_185639_27845.h5", "running with isi=0.095 prelease = 1.0 <- 0.8"
"data_20120110_185707_27936.h5", "running with isi=0.1 prelease = 1.0 <- 0.8"
"data_20120110_185744_28011.h5", "running with isi=0.105 prelease = 1.0 <- 0.8"
"data_20120110_185812_28086.h5", "running with isi=0.11 prelease = 1.0 <- 0.8"
"data_20120110_185839_28162.h5", "running with isi=0.115 prelease = 1.0 <- 0.8"
"data_20120110_185906_28238.h5", "running with isi=0.12 prelease = 1.0 <- 0.8"
"data_20120110_185932_28323.h5", "running with isi=0.125 prelease = 1.0 <- 0.8"
"data_20120110_185959_28398.h5", "running with isi=0.13 prelease = 1.0 <- 0.8"
"data_20120111_105853_29711.h5", "Trying to recreate the spiking in a one single spiny stellate as in 20120109_112852_22086 prelease = 1.0 <- 0.8"
"data_20120111_134634_30201.h5", "Rechecking 20120109_112852_22086. prelease = 1.0 <- 0.8"
"data_20120111_135100_30693.h5", "Running 1 minute simulation with just TCR and SpinyStellate cells. interval within pulse pair is 150 ms to make cells spike on each stimulus prelease = 1.0 <- 0.8"
"data_20120111_135144_30762.h5", "Rechecking 20120109_112852_22086. prelease = 1.0 <- 0.8"
"data_20120113_170727_32728.h5", "Rechecking 20120109_112852_22086. prelease = 1.0 <- 0.8"
"data_20120114_120027_996.h5", "Rechecking 20120109_112852_22086. prelease = 1.0 <- 0.8"
"data_20120116_115555_3551.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120116_124251_3687.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120116_131457_4388.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120116_132227_4555.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120116_140720_4682.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120116_141721_4832.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120117_111346_6014.h5", "Checking synaptic effects with 1 spinystellate and 20 TCR cells. prelease = 1.0 <- 0.8"
"data_20120117_114805_6302.h5", "Checking synaptic effects with all spinystellate and all TCR cells. Ectopic spikes are on. Previous run aborted due to too small simtime set in config. prelease = 1.0 <- 0.8"
"data_20120118_142820_7865.h5", "Checking synaptic effects with all spinystellate and all thalamic cells. Ectopic spikes and bias currents are on. prelease = 1.0 <- 0.8"
"data_20120119_132336_9035.h5", "Checking synaptic effects with 20 spinystellate and 20 thalamic cells. Ectopic spikes and bias currents are on. prelease = 1.0 <- 0.8"
"data_20120119_135900_9148.h5", "Previous sim had 100 nRT cells left in by mistake. Checking synaptic effects with 20 spinystellate and 20 thalamic cells. Ectopic spikes and bias currents are on. prelease = 1.0 <- 0.8"
"data_20120119_142810_9255.h5", "Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_151418_9430.h5", "Previous simulation useless because no stimulus. Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_154949_9699.h5", "Previous simulation useless because stimulus too short to fire TCR. Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_173205_9886.h5", "Previous simulation useless because stimulus too short to fire TCR. Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_174542_9978.h5", "Previous simulation useless because stimulus too short to fire TCR. Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_182324_10111.h5", "Previous simulation useless because stimulus too short to fire TCR. Small simulation with TCR, SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120119_201036_10692.h5", "TCR, nRTm SpinyStellate and Deep FS interneurons. To see if we can reduce the spiking frequency of SS via inhibition. prelease = 1.0 <- 0.8"
"data_20120121_195123_13414.h5", "Small simulation with TCR and SpinyStellate to check randomization of synaptic conductances. prelease = 1.0 <- 0.8"
"data_20120121_195409_13441.h5", "Small simulation with TCR, SpinyStellate and inhibitory interneurons to check bursting. prelease = 1.0 <- 0.8"
"data_20120123_092150_14871.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. prelease = 1.0 <- 0.8"
"data_20120123_092550_14913.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120123_092558_14940.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120123_092600_14963.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120125_131449_16448.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120125_131453_16471.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120125_131455_16498.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120125_131456_16525.h5", "Thalamocortical projection simulated for 10 s. 1 nA current injection for 2 ms at 0.5 s intervals. moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120128_120809_21820.h5", "Reduced thalamocortical projection simulated. 1 nA current injection for 2 ms at 100 ms intervals. both numpy and moose RNG reseeded. Interpulse interval set to 100 ms. prelease = 1.0 <- 0.8"
"data_20120128_120931_21882.h5", "Reduced thalamocortical projection simulated. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_115942_22585.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175534_22710.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175536_22733.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175538_22760.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175540_22787.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175541_22810.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175542_22835.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120129_175543_22839.h5", "thalamocortical projection simulated in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms intervals. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120201_143411_29609.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120201_204744_29839.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. both numpy and moose RNG reseeded. prelease = 1.0 <- 0.8"
"data_20120203_144709_31418.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120203_144711_31441.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120203_144712_31468.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120206_112440_1220.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120206_112441_1248.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 125 ms inter-pulse-interval. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120208_114141_4344.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 0.5 s intervals. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120208_114143_4367.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 0.5 s intervals. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120208_115556_4589.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 0.5 s intervals. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120210_153047_7156.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 0.5 s intervals. only moose RNG reseeded randomly at each run. numpy seed fixed to 1. prelease = 1.0 <- 0.8"
"data_20120210_153833_7522.h5", "thalamocortical projection simulated with DeepLTS added in an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 1 s intervals. both numpy and moose RNG reseeded randomly at each run. prelease = 1.0 <- 0.8"
"data_20120216_172956_12356.h5", "thalamocortical projection and deep layers simulated an attempt to get something similar to Ahissar et al Nature 2000. 1 nA current injection for 2 ms at 1 s intervals. both numpy and moose RNG reseeded randomly at each run. The runs on 10-th Feb have been killed as they were stuck with too much swapping prelease = 1.0 <- 0.8"
"data_20120216_174609_12783.h5", "Test run with a single spiny stellate prelease = 1.0 <- 0.8"
"data_20120228_175456_20931.h5", "Run of the thalamocortical path upto L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120309_092324_5012.h5", "Less frequent stimulation to see how the network stabilizes if allowed long time. One bg pulse at 5 s, next 3 s later. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120309_092344_5040.h5", "Less frequent stimulation to see how the network stabilizes if allowed long time. One bg pulse at 5 s, next 3 s later. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120313_195421_10938.h5", "Delayed stimulation to see how the network stabilizes if allowed long time. One bg pulse at 5 s, next 1 s later. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120313_195423_10961.h5", "Delayed stimulation to see how the network stabilizes if allowed long time. One bg pulse at 5 s, next 1 s later. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120313_195424_10984.h5", "Delayed stimulation to see how the network stabilizes if allowed long time. One bg pulse at 5 s, next 1 s later. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120317_133359_13759.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120317_133412_13793.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120317_133413_13796.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120319_181924_19565.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120319_181926_19610.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120319_181927_19640.h5", "No stimulation to see if network has inherent rythm. thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120319_183805_31958.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120322_114922_24526.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120322_115005_24555.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120322_115006_24578.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120322_115007_24601.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120324_172342_4406.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120324_172345_4429.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120324_172347_4452.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120324_172349_4483.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120326_093746_5495.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120326_093747_5518.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120326_093748_5541.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120326_093749_5564.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
"data_20120326_093750_5589.h5", "Standard stimulation: bg start at 3s, interval 1s, bg to 20 TCR, probe to 5 TCR. network from thalamus to L4. tufted and nontufted cells in deep layers excluded. prelease = 1.0 <- 0.8"
